AREACD,P50
E01001415,23264.16
E01001416,27566.13
E01001417,28491.68
E01001418,25541.18
E01001419,25128.28
E01001420,23103.29
E01001421,23204.61
E01001422,32754.36
E01001423,22420.87
E01001424,22447.53
E01001425,21530.74
E01001426,22633.45
E01001427,21092.29
E01001428,22443.4
E01001429,20840.62
E01001430,20854.11
E01001431,22165.29
E01001432,22732.53
E01001433,21795.83
E01001434,22498.24
E01001435,23233.14
E01001436,24174.25
E01001437,22492.14
E01001438,23258.82
E01001439,23160.63
E01001440,22791.74
E01001441,22650.75
E01001442,21907.94
E01001444,23868.64
E01001445,24789.79
E01001446,24850.6
E01001447,22354.92
E01001448,23650.26
E01001449,23967.34
E01001450,25952.56
E01001451,28076.11
E01001452,31016.78
E01001453,30252.26
E01001454,28658.5
E01001455,26916.24
E01001456,35017.9
E01001457,28373.92
E01001458,21539.33
E01001459,23807.67
E01001460,21912.93
E01001461,22431.25
E01001462,23720.74
E01001463,23156.58
E01001464,22139.51
E01001465,22127.5
E01001466,24877.3
E01001467,23861.04
E01001468,27604.06
E01001469,26735.24
E01001470,27750.4
E01001471,27359.69
E01001472,27403.9
E01001473,26656.51
E01001474,32250.75
E01001475,28660.83
E01001476,23784.32
E01001477,22845.51
E01001478,23502
E01001479,22792.96
E01001480,24067.78
E01001481,23802.53
E01001482,22240.46
E01001483,22592.68
E01001484,23067.04
E01001485,22504.85
E01001486,22245.48
E01001487,23461.16
E01001488,22400.59
E01001489,22625.73
E01001491,23597.05
E01001492,23372.22
E01001493,23162.46
E01001494,24695.87
E01001495,27812.44
E01001496,24293.89
E01001497,22538.26
E01001498,23930.13
E01001499,23402.92
E01001500,24303.73
E01001501,24876.54
E01001502,23262.81
E01001503,23099.86
E01001504,22164.6
E01001505,22799.15
E01001506,23132.57
E01001507,22023.46
E01001508,23180.02
E01001509,22921.55
E01001510,18200.24
E01001511,24892.7
E01001512,28024.15
E01001513,24140.29
E01001514,24641.64
E01001515,21980.98
E01001516,22971.47
E01001517,21724.42
E01001518,26332.7
E01001519,23147.05
E01001520,24871.06
E01001521,28231.3
E01001522,28046.71
E01001523,30631.91
E01001524,24213.99
E01001525,25696.51
E01001526,26560
E01001527,24944.63
E01001528,21344.93
E01001529,21649.22
E01001530,24093.25
E01001531,30563.96
E01001532,31205.21
E01001533,28528.97
E01001534,24952.93
E01001535,25590.89
E01001536,26441.09
E01001537,27264.16
E01001538,29137.91
E01001539,27534.7
E01001540,28887.16
E01001541,31096.29
E01001542,25294.88
E01001543,27349.26
E01001544,27995.48
E01001545,21780.23
E01001546,23382.68
E01001547,23687.15
E01001548,23247.38
E01001549,22358.54
E01001550,22814.97
E01001551,22078.29
E01001552,24327.76
E01001553,21204.98
E01001554,20047.78
E01001555,23759.24
E01001556,22417.79
E01001557,22488.55
E01001558,20345.48
E01001559,22844.16
E01001560,21746.66
E01001562,23060.34
E01001563,28755.23
E01001564,32470.2
E01001565,28283.09
E01001566,31883.82
E01001567,32414.58
E01001568,28866.67
E01001569,28103.27
E01001570,26038.96
E01001571,25300.18
E01001572,25382.61
E01001573,25548.92
E01001574,20703.35
E01001575,21285.83
E01001576,21205.6
E01001577,21712.86
E01001578,22820.03
E01001579,21546.98
E01001580,35637.07
E01001581,29461.69
E01001582,25936.18
E01001583,35031.84
E01001584,39495.8
E01001585,32393.48
E01001586,26582.31
E01001587,36197.18
E01001588,24992.37
E01001589,25254.58
E01001590,27290.81
E01001591,22513.18
E01001592,31162.28
E01001593,32244.49
E01001594,21831.72
E01001595,22644.57
E01001596,29066.17
E01001597,27407.95
E01001598,28044.15
E01001599,26664.1
E01001600,29487.55
E01001601,29211.73
E01001602,23810.79
E01001603,22493.79
E01001604,28071.48
E01001605,31632.59
E01001606,30520.67
E01001607,28173.18
E01001608,32236.03
E01001609,26211.17
E01001610,28657.35
E01001611,26260.54
E01001613,26845.2
E01001614,31390.68
E01001615,25900.52
E01001617,27176.97
E01001618,26602.55
E01001619,28273.91
E01001620,23161.73
E01001621,26491.89
E01001623,26412.15
E01001624,25922.56
E01001625,23731.64
E01001629,22384.13
E01001631,20486.06
E01001632,22340.66
E01001633,21848.04
E01001634,20751.91
E01001635,24899.89
E01001636,22577.59
E01001637,22393.18
E01001638,22370.77
E01001640,25052.56
E01001641,31777.73
E01001642,40174.64
E01001644,33027.08
E01001645,24352.18
E01001646,26152.62
E01001647,26144.44
E01001648,27174.98
E01001649,23866.12
E01001650,24809.45
E01001651,22991
E01001652,28461.86
E01001653,22156.35
E01001654,23244.16
E01001655,22407.47
E01001656,29901.49
E01001657,32355.96
E01001658,28580.17
E01001659,27199.02
E01001660,24799.04
E01001661,25220.94
E01001662,33352.57
E01001664,30548
E01001665,31589.49
E01001666,24670.87
E01001667,23338.06
E01001668,29116.18
E01001669,23273.59
E01001671,25165.21
E01001672,20606.97
E01001673,21654.96
E01001674,23114.82
E01001675,21921.48
E01001676,21392.95
E01001677,23257.01
E01001678,25545.73
E01001679,28349.3
E01001680,31152.77
E01001681,26647.43
E01001682,28218.13
E01001683,26160.49
E01001684,24888.91
E01001685,25393.04
E01001686,23861.03
E01001687,23372.72
E01001688,22324.44
E01001690,23055.4
E01001692,21110.03
E01001693,20754.95
E01001694,23789.12
E01001695,21049.31
E01001696,24054.31
E01001697,21150.68
E01001698,21030.74
E01001699,19992.43
E01001700,22078.25
E01001701,22343.33
E01001702,20208.9
E01001703,19182.54
E01001704,24836.78
E01001705,21749.21
E01001706,23504.66
E01001708,25930.55
E01001709,20780.25
E01001710,20129.37
E01001711,24173.72
E01001712,20927.29
E01001713,20711.42
E01001714,22618.53
E01001715,30359.2
E01001716,27960.06
E01001717,29060.63
E01001718,33809.19
E01001719,25416.36
E01001720,31611.92
E01001722,23954.77
E01001723,25175.29
E01001724,26359.92
E01001725,22689.59
E01001726,20977
E01001727,22469.08
E01001728,22127.07
E01001729,22058.93
E01001730,21494.03
E01001731,24542.08
E01001732,22725.81
E01001733,25880.2
E01001734,25135.88
E01001735,25804.5
E01001736,27724.21
E01001737,28241
E01001738,25640.23
E01001739,30448.34
E01001740,22075.03
E01001741,30567.73
E01001742,25301.82
E01001744,25628.93
E01001745,22515.05
E01001746,21205.46
E01001747,27470.29
E01001748,25855.96
E01001749,26887.2
E01001750,27882.36
E01001751,37037.04
E01001752,28563.73
E01001753,21365.1
E01001754,27891.39
E01001755,22773.91
E01001756,29902.44
E01001757,22154.88
E01001758,24059.82
E01001759,25094.39
E01001760,24091.26
E01001761,24957.17
E01001762,26554.51
E01001763,23821.71
E01001764,24493.99
E01001765,22099.36
E01001767,25321.25
E01001768,28640.42
E01001769,25663.84
E01001770,23655.05
E01001772,23501.91
E01001773,26743.04
E01001774,24702.27
E01001775,22676.16
E01001776,23039.75
E01001777,21968.8
E01001779,25920.83
E01001780,23756.64
E01001781,22099.78
E01001782,28371.28
E01001783,20974.3
E01001784,22226.17
E01001785,25293.27
E01001786,23457.8
E01001787,22358.79
E01001788,23014.05
E01001789,24695.48
E01001790,22763.62
E01001791,23114.53
E01001792,25116.19
E01001793,25284.96
E01001794,27315.53
E01001795,26368.22
E01001796,25061.81
E01001798,23734.33
E01001799,23770.1
E01001800,22400.55
E01001801,25587.91
E01001802,21764
E01001803,27192.15
E01001804,22419.14
E01001805,27308.38
E01001806,25765.91
E01001807,23931.24
E01001808,21210.95
E01001809,23465.68
E01001811,21855.48
E01001812,22681.99
E01001813,21283.29
E01001814,24277.12
E01001815,24022.39
E01001816,26207.2
E01001819,26110.64
E01001820,22733.17
E01001821,23317.98
E01001822,21616.57
E01001823,21997.98
E01001824,21236.54
E01001825,21960.79
E01001826,22127.52
E01001827,22083.47
E01001828,23188.36
E01001829,30889.84
E01001830,23928.54
E01001831,26436.65
E01001832,26536.02
E01001833,25692.74
E01001834,25497.61
E01001835,28776.94
E01001836,23938.05
E01001837,31363.96
E01001838,21133.46
E01001839,25058.36
E01001840,22919.95
E01001841,23754.25
E01001842,24406.05
E01001843,26404.3
E01001844,25958.31
E01001845,23984.24
E01001846,24798.41
E01001847,24526.92
E01001848,24862.73
E01001849,25338.44
E01001850,21056.83
E01001851,35626.06
E01001852,32176.45
E01001853,33137.34
E01001854,28522.18
E01001855,31014.27
E01001856,27231.99
E01001857,23918.48
E01001858,26188.22
E01001859,28148.07
E01001860,23356.94
E01001861,26313.21
E01001862,25459.34
E01001863,29768.64
E01001864,28270.61
E01001865,29931.59
E01001866,25799.46
E01001867,25724.95
E01001868,23532.71
E01001869,34261.88
E01001870,27627.62
E01001871,28611.76
E01001872,30328.88
E01001873,24936.73
E01001874,25664.66
E01001875,24173.44
E01001876,25136.66
E01001877,24592.49
E01001878,22741.52
E01001879,26847.75
E01001880,28033.65
E01001881,34605.78
E01001882,33450.75
E01001883,26377.91
E01001884,25466.45
E01001885,20765.93
E01001886,26638.31
E01001887,25880.3
E01001888,30858.69
E01001889,33252.33
E01001890,31170.39
E01001891,32578.09
E01001892,24374.45
E01001893,22431.96
E01001894,24863.93
E01001895,29105.3
E01001896,27839.4
E01001897,29492.63
E01001898,31241.39
E01001899,24812.1
E01001900,26219.53
E01001901,35542.69
E01001902,30445.14
E01001903,26572.38
E01001904,36917.43
E01001905,32898.06
E01001906,34040.32
E01001907,35623.63
E01001908,31387.58
E01001909,28110
E01001910,30846.63
E01001911,23345.08
E01001912,22930.8
E01001913,40456.84
E01001914,28129.82
E01001915,29538.7
E01001916,37387.82
E01001917,28186.26
E01001918,30129.07
E01001919,32869.18
E01001920,27374.33
E01001921,31231.79
E01001922,35460.24
E01001923,29223.14
E01001924,36441.66
E01001925,35145.24
E01001926,39501.24
E01001927,31947.66
E01001928,27027.53
E01001929,35199.14
E01001930,30429.49
E01001931,30732.64
E01001932,29402.01
E01001933,30673.42
E01001934,23153.58
E01001935,30661.4
E01001937,33443.37
E01001938,26108.24
E01001939,26679.9
E01001940,24801.36
E01001941,29427.49
E01001942,25975.21
E01001943,24203.22
E01001944,20622.36
E01001945,28057.59
E01001946,25427.94
E01001947,22084.78
E01001948,36085.24
E01001949,42312.61
E01001950,40872.06
E01001951,29909.26
E01001952,32388.97
E01001953,25712.88
E01001954,26797.07
E01001955,25246.74
E01001956,23789.85
E01001957,20953.26
E01001958,19967.13
E01001959,24642.51
E01001960,27928.21
E01001961,20897.22
E01001962,28084.48
E01001963,30696.59
E01001964,27855.96
E01001965,32292.9
E01001966,33689.47
E01001967,34482.6
E01001968,31540.79
E01001969,25286.02
E01001970,22928.38
E01001971,21123.57
E01001972,24063.63
E01001973,25643.28
E01001974,25341.4
E01001975,26530.05
E01001976,22931.63
E01001977,23433.71
E01001978,21648.17
E01001979,22693.13
E01001980,22942.7
E01001981,23257.42
E01001982,23370.97
E01001983,23350.04
E01001984,30771.3
E01001985,36485.32
E01001986,30590.19
E01001987,39342.37
E01001988,30198.31
E01001989,32791.11
E01001990,31272.78
E01001991,29572.96
E01001992,32958.31
E01001993,34603.76
E01001994,31914.92
E01001995,25217.48
E01001996,31421.42
E01001997,29960.78
E01001998,27223.35
E01001999,24552.39
E01002000,28342.5
E01002001,28018.26
E01002002,26450.04
E01002003,22221.73
E01002004,26313.3
E01002005,34162.36
E01002006,34642.69
E01002007,31474.87
E01002008,36037.97
E01002009,36205.18
E01002010,28013.86
E01002011,30710.65
E01002013,31802.01
E01002014,29332.58
E01002015,26856.72
E01002016,26949.85
E01002017,31368.67
E01002018,27228.98
E01002019,34667.82
E01002020,27998.8
E01002021,33669.13
E01002022,33084.26
E01002023,31300.19
E01002024,31969.58
E01002025,38594.02
E01002026,21555.93
E01002027,24477.56
E01002028,23999.94
E01002029,22403.12
E01002030,24664.23
E01002031,23745.53
E01002032,22515.69
E01002033,23255.98
E01002034,19973.66
E01002036,21454.31
E01002037,20931.4
E01002038,21738.94
E01002039,20288.47
E01002040,22000.74
E01002041,22291.9
E01002042,25631.71
E01002043,25175
E01002044,24390.87
E01002045,22399.39
E01002046,23026.5
E01002047,23871.74
E01002048,25163.97
E01002049,22820.25
E01002050,21435.77
E01002051,21138.87
E01002052,21176.28
E01002053,22487.22
E01002054,20615.4
E01002055,22570.17
E01002056,22326.96
E01002057,24083.51
E01002058,24204.29
E01002059,28887.3
E01002060,33516.38
E01002061,33741.28
E01002062,30902.92
E01002063,28504.3
E01002064,25653.23
E01002065,27910.09
E01002066,21975.63
E01002067,21965.1
E01002068,22253.65
E01002069,22555.89
E01002070,24388.31
E01002071,21438.02
E01002072,21172.58
E01002073,23044.53
E01002074,22215.41
E01002075,22713.15
E01002076,22425.81
E01002077,21554.62
E01002078,23647.44
E01002079,22350.16
E01002080,21955.24
E01002081,20720.4
E01002082,20455.43
E01002083,22646.4
E01002084,23137.03
E01002085,23805.48
E01002086,22226.62
E01002087,23296
E01002088,24044.02
E01002089,20449.74
E01002090,21512.36
E01002091,22230.14
E01002092,21918.67
E01002093,21961.36
E01002094,20516.35
E01002095,21521.67
E01002096,21752.43
E01002097,21585.65
E01002098,28887.07
E01002099,21831.32
E01002100,21928.78
E01002101,24268.27
E01002102,23319.93
E01002103,23226.7
E01002104,23112.08
E01002105,22969.94
E01002106,25613.45
E01002107,27916.91
E01002108,27611.82
E01002109,27374.73
E01002110,27937.35
E01002111,24678.28
E01002112,26124.18
E01002113,26139.18
E01002114,23538.46
E01002115,24908.29
E01002116,25078.24
E01002117,27627.97
E01002118,22169.22
E01002119,22818.42
E01002120,21571.04
E01002121,23085.12
E01002122,23998.72
E01002123,20139.22
E01002124,22351.98
E01002125,20593.29
E01002126,27210.16
E01002127,28144.3
E01002128,26388.14
E01002129,27739.55
E01002130,22711.68
E01002131,25155.54
E01002132,32172.76
E01002133,23043.88
E01002134,31547.94
E01002135,24495.4
E01002136,25173.7
E01002137,39643.31
E01002138,24041.3
E01002139,24013.2
E01002140,25161.12
E01002141,27049.47
E01002142,25961.74
E01002143,25508.58
E01002144,25575.78
E01002145,24264.34
E01002146,29391.75
E01002147,29326.05
E01002148,28742.98
E01002149,35754.77
E01002150,26387.89
E01002151,23400.76
E01002152,29044.16
E01002153,30533.61
E01002154,28736.71
E01002155,30630.6
E01002156,31156.33
E01002157,27492.69
E01002158,32313.4
E01002159,28188.26
E01002160,27058.88
E01002161,24668.29
E01002162,26434.63
E01002163,28903.09
E01002164,29300.46
E01002165,20448.07
E01002166,24035.7
E01002167,24207.32
E01002168,22127.38
E01002169,22937.42
E01002170,24003.93
E01002171,23003.85
E01002172,24727.14
E01002173,27443.57
E01002174,26622.16
E01002175,25867.4
E01002176,27692
E01002177,24804.63
E01002178,27031.43
E01002179,22931.4
E01002180,23013.84
E01002181,26666.82
E01002182,24811.26
E01002183,23956.52
E01002184,23332.78
E01002185,23650.68
E01002186,27157.68
E01002187,27482.13
E01002188,34848.88
E01002189,32282.23
E01002190,32884.96
E01002191,31126.06
E01002192,31759.74
E01002193,29345.33
E01002194,37032.61
E01002195,30694.39
E01002196,33637.33
E01002197,25051.87
E01002198,21924.42
E01002199,24487.6
E01002200,23932.71
E01002201,25774.46
E01002202,19842.78
E01002203,21940.8
E01002204,22407.53
E01002206,23938.34
E01002207,24783.48
E01002208,30666.16
E01002209,28567.1
E01002210,27428.65
E01002211,23848.07
E01002212,23207.72
E01002213,22929.39
E01002214,22700.42
E01002215,22911.39
E01002216,25984.39
E01002217,22930.28
E01002218,24405.11
E01002219,22198.13
E01002220,25448.28
E01002221,23307.95
E01002222,25785.47
E01002223,25152.81
E01002224,22997.49
E01002225,29638.86
E01002226,24588.69
E01002227,23198.96
E01002228,24799.29
E01002229,23658.03
E01002230,28843.61
E01002231,24523.4
E01002232,24062.45
E01002233,22323.24
E01002234,24616.58
E01002235,22948.63
E01002236,23408.88
E01002237,27083.78
E01002238,26459.18
E01002239,28754.85
E01002240,26762.03
E01002241,25094.33
E01002242,31257.3
E01002243,24787.55
E01002244,26151.18
E01002245,25065.92
E01002246,24744.34
E01002247,24581.81
E01002248,22874.51
E01002249,25862.83
E01002250,25377.19
E01002251,22412.4
E01002252,26770.01
E01002253,32711.51
E01002254,31069.02
E01002255,29669.46
E01002256,28022.66
E01002257,35977.17
E01002258,24388.52
E01002259,27054.87
E01002260,27832.66
E01002261,24692.93
E01002262,26315.75
E01002263,30070.76
E01002264,23261.81
E01002265,27823.05
E01002266,23910.22
E01002267,25019.15
E01002268,25690.44
E01002269,26518.73
E01002270,29394.03
E01002271,31319.19
E01002272,27556.35
E01002273,28327.02
E01002274,28005.91
E01002275,28274.38
E01002276,22799.48
E01002277,22855.98
E01002278,22812.14
E01002279,22686.24
E01002280,21580.19
E01002281,21703.95
E01002282,20755.44
E01002283,23684.77
E01002284,23031.87
E01002285,27313.79
E01002286,28655.96
E01002287,28034.03
E01002288,31569
E01002289,27267.07
E01002290,27438.64
E01002291,26709.03
E01002292,25290.02
E01002293,26206.02
E01002294,26713.54
E01002295,27736.6
E01002296,25579.17
E01002297,22165.2
E01002298,28397.15
E01002299,24969.42
E01002300,28059.94
E01002301,23746.16
E01002302,23521.88
E01002303,23005.36
E01002304,24063.76
E01002305,23477.64
E01002306,21172.36
E01002307,24030.23
E01002308,22616.03
E01002309,22770.04
E01002310,23683.15
E01002311,21832.78
E01002312,22313.58
E01002313,22789.21
